payment_type,profit_per_order,sales_per_customer,category_id,category_name,customer_city,customer_country,customer_id,customer_segment,customer_state,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,shipping_date,shipping_mode,label,late_risk,on_time,day_for_shipping,order_date_count,shipping_date_count
TRANSFER,12.309242,41.489197,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,3278.4167,Corporate,PR,725.0,7.0,Fan Shop,18.284908,-66.37053,LATAM,Slough,Brazil,3517.1582,2017-03-11,56292.695,1014.0,9.0,0.16,139293.92,49.98,0.3,1.0,49.98,41.70037,11.38303,South America,Brandenburg,PENDING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-04-04,Standard Class,-1,0,1,24,8,21
PAYMENT,45.082085,159.94438,24.0,Women's Apparel,Austin,EE. UU.,4679.6626,Home Office,NY,11214.527,5.0,Golf,40.629887,-73.98898,Europe,Lins,France,4640.21,2017-07-05,64077.92,502.0,4.5377207,0.02,160084.62,50.0,0.3,3.0,150.0,158.62212,43.89848,Western Europe,Chihuahua,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2017-07-27,Standard Class,1,1,0,22,19,18
PAYMENT,36.018444,287.98,43.0,Camping & Hiking,Caguas,Puerto Rico,3975.13,Consumer,PR,725.0,7.0,Fan Shop,18.284588,-66.3706,Europe,San Diego,United Kingdom,3755.3582,2017-06-14,66607.984,957.0,8.0,0.03,165025.42,299.98,0.11,1.0,299.98,287.98,35.0017,Northern Europe,England,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2017-08-17,Same Day,1,1,0,64,10,19
DEBIT,37.51819,81.99461,9.0,Cardio Equipment,Caguas,Puerto Rico,7143.32,Consumer,PR,725.0,3.0,Footwear,18.283535,-66.37057,Europe,Rome,Italy,7123.543,2015-04-25,9886.538,191.0,16.0,0.16,24885.72,99.99,0.43255657,1.0,99.99,86.98004,38.260235,Southern Europe,Lacio,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-07-21,Standard Class,1,1,0,87,25,19
DEBIT,85.21496,245.98,69.0,Health and Beauty,Los Angeles,EE. UU.,16316.466,Consumer,CA,91352.336,12.0,Health and Beauty ,34.00052,-118.49233,Pacific Asia,Chinandega,Armenia,16492.145,2018-01-22,74718.12,1355.0,48.0,0.15,178074.25,299.98,0.35,1.0,299.95,245.98451,85.15663,Southeast Asia,Matanzas,COMPLETE,1356.9528,68.32231,First aid kit,199.99,2018-01-30,First Class,1,1,0,8,4,5
DEBIT,54.199528,118.29,18.0,Men's Footwear,Saint Louis,EE. UU.,6235.982,Consumer,MI,33312.25,4.0,Apparel,41.91884,-81.51884,USCA,Chicago,United States,6014.9717,2016-07-16,38108.58,403.0,12.0,0.13,96123.24,129.99,0.48,1.0,129.99,113.488434,55.08064,US Center ,Illinois,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-07-20,Same Day,1,1,0,4,20,26
TRANSFER,-156.68163,197.99,76.0,Women's Clothing,Brooklyn,EE. UU.,20361.28,Corporate,NY,11220.528,4.0,Apparel,40.673626,-73.9434,Pacific Asia,Sierra Vista,Finland,20331.135,2018-01-26,76737.164,1363.0,12.576127,0.06,180207.39,287.67786,-0.8,1.0,200.0,195.95605,-142.86252,Eastern Asia,Duarte,PROCESSING,1363.0,76.0,Summer dresses,215.82,2018-01-27,Standard Class,1,1,0,1,5,8
PAYMENT,54.97666,188.99,24.0,Women's Apparel,Caguas,Puerto Rico,1721.8784,Corporate,PR,725.0,5.0,Golf,18.297222,-66.37059,Europe,Fairfield,United Kingdom,1726.0879,2017-05-14,65567.41,502.0,7.5,0.03,164944.73,50.0,0.28,4.0,199.99,188.99,51.8998,Northern Europe,England,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2017-09-23,Standard Class,1,1,0,132,18,26
DEBIT,34.126324,114.39,17.0,Cleats,Westerville,EE. UU.,4388.34,Consumer,FL,22466.5,4.0,Apparel,32.813454,-78.87083,USCA,Tournefeuille,United States,4333.4624,2016-04-22,34832.473,365.0,7.0,0.07,87279.336,59.99,0.29,2.0,119.98,113.866135,31.040312,East of USA,Ohio,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-07-02,Second Class,1,1,0,71,18,16
TRANSFER,-11.176912,41.5,46.0,Indoor/Outdoor Games,Ithaca,EE. UU.,5971.999,Corporate,OR,96915.125,7.0,Fan Shop,45.514908,-122.851814,Pacific Asia,Kars,China,5688.633,2015-09-24,21384.426,1014.0,9.0,0.17,52678.867,49.98,-0.2,1.0,49.98,42.0,-1.3189611,Eastern Asia,Amur,PENDING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-10-24,First Class,1,1,0,30,13,16
PAYMENT,88.431015,208.07455,17.0,Cleats,Toa Baja,EE. UU.,9222.65,Corporate,TX,78106.37,4.0,Apparel,34.02967,-105.52865,USCA,Palermo,United States,9248.864,2016-04-15,35406.27,365.0,13.0,0.05,92364.664,59.99,0.38687643,4.0,239.96,224.99,90.41501,South of  USA ,Mississippi,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-07-07,Standard Class,-1,0,1,83,19,23
TRANSFER,25.468103,69.17884,29.0,Shop By Sport,Caguas,EE. UU.,8980.887,Home Office,FL,28615.389,5.0,Golf,32.80734,-80.23303,Africa,Huddinge,Finland,9138.742,2016-12-30,50714.426,627.0,6.0,0.06,124479.0,39.99,0.33,2.0,79.98,74.99023,28.691895,West Africa,Catalonia,PENDING,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2017-01-27,Standard Class,0,0,0,28,6,14
DEBIT,29.603827,110.49,18.0,Men's Footwear,Tampa,EE. UU.,4161.3145,Consumer,TX,85035.83,4.0,Apparel,32.714546,-106.74798,Europe,Clarksville,Italy,3915.3743,2015-08-12,18806.395,403.0,20.0,0.16,47307.83,129.99,0.29,1.0,129.99,108.81602,26.38119,Southern Europe,Castile and Leon,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-10-04,Standard Class,-1,0,1,53,20,16
CASH,114.27703,383.84076,9.0,Cardio Equipment,Caguas,Puerto Rico,6878.061,Consumer,PR,725.0,3.0,Footwear,18.286503,-66.370575,Europe,Chorzow,Belgium,6646.912,2016-11-11,49148.883,191.0,8.0,0.02,122876.96,99.99,0.3,4.0,399.96,379.98,123.0768,Eastern Europe,Sardinia,CLOSED,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2016-12-15,Standard Class,1,1,0,34,24,11
DEBIT,153.42075,387.98,45.0,Fishing,Glendale,EE. UU.,9456.873,Consumer,MD,14219.726,7.0,Fan Shop,37.769096,-79.384705,LATAM,Tegucigalpa,Honduras,9556.878,2015-06-12,8376.629,1004.0,8.486494,0.02,21062.955,399.98,0.38,1.0,399.98,388.3556,148.36722,Central America,Francisco Morazan,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-07-18,Standard Class,1,1,0,36,19,18
DEBIT,19.13111,96.17482,9.0,Cardio Equipment,Escondido,EE. UU.,8006.005,Consumer,NC,33013.426,3.0,Footwear,33.930202,-80.45557,USCA,New York City,United States,8476.389,2016-06-15,34057.375,191.0,5.4,0.06,84272.21,99.99,0.23,1.0,99.99,95.98926,27.027298,East of USA,New York,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2016-11-15,Standard Class,0,0,0,153,18,14
PAYMENT,120.45651,239.98013,46.0,Indoor/Outdoor Games,Yonkers,EE. UU.,10637.382,Home Office,FL,33023.668,7.0,Fan Shop,29.767918,-80.38205,LATAM,Brindisi,Dominican Republic,10820.703,2017-05-28,56756.516,1014.0,5.2,0.02,141411.66,49.98,0.48,5.0,249.9,245.98,127.703026,Caribbean,Center-Loire Valley,PAYMENT_REVIEW,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-09-24,Second Class,1,1,0,119,21,12
PAYMENT,-23.217863,188.95523,48.0,Water Sports,Daly City,EE. UU.,1792.7524,Consumer,CA,93251.445,7.0,Fan Shop,38.569706,-121.704445,USCA,Laguna Niguel,United States,1912.2357,2016-07-23,36692.105,1073.0,7.15,0.04,91773.51,199.99,-0.1736361,1.0,199.99,194.59431,-14.354963,West of USA ,California,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2016-07-23,Standard Class,-1,0,1,0,20,27
DEBIT,95.10917,189.99,24.0,Women's Apparel,Enfield,EE. UU.,9083.49,Consumer,PA,8611.735,5.0,Golf,40.166267,-76.06261,Europe,Fort-de-France,Norway,9220.585,2015-06-28,7820.975,502.0,11.0,0.06,19058.684,50.0,0.48,4.0,200.0,191.99,91.81721,Northern Europe,Benue,ON_HOLD,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-12-01,Second Class,1,1,0,156,15,14
DEBIT,34.8858,106.59,17.0,Cleats,New York,EE. UU.,727.18353,Corporate,CA,91343.45,4.0,Apparel,33.989326,-118.11891,Africa,Belfort,Nigeria,798.8828,2016-10-28,45978.742,365.0,13.982041,0.1,116002.52,59.99,0.32,2.0,119.98,109.188675,36.893772,West Africa,Mexico,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-12-20,Standard Class,1,1,0,53,9,11
CASH,27.69551,106.59,18.0,Men's Footwear,Caguas,Puerto Rico,2425.3398,Corporate,PR,725.0,4.0,Apparel,18.281403,-66.37055,LATAM,Altamura,Guatemala,2502.4727,2015-02-07,2487.0837,403.0,23.99,0.18,6008.242,129.99,0.27,1.0,129.99,110.49,25.19024,Central America,Guatemala,CLOSED,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-02-12,Standard Class,-1,0,1,5,8,14
DEBIT,60.677692,116.99,18.0,Men's Footwear,Blacksburg,EE. UU.,9237.089,Home Office,CA,94557.71,4.0,Apparel,37.73588,-121.74029,LATAM,Istanbul,Colombia,9161.741,2017-01-13,58585.3,403.0,11.935283,0.09,146348.9,129.99,0.48,1.0,129.99,115.1785,57.46807,South America,Mazandaran,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-05-28,Second Class,1,1,0,135,8,16
TRANSFER,-27.840721,178.08257,9.0,Cardio Equipment,Caguas,Puerto Rico,8633.392,Consumer,PR,725.0,3.0,Footwear,18.280926,-66.37051,Europe,Monclova,Italy,8469.396,2015-08-08,16228.332,191.0,22.883644,0.12,41069.234,99.99,-0.2,2.0,199.98,175.99,-30.642948,Southern Europe,Balikesir,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-08-25,Standard Class,1,1,0,17,14,15
DEBIT,31.449644,74.1942,46.0,Indoor/Outdoor Games,Chicago,EE. UU.,1651.1792,Consumer,IL,60608.94,7.0,Fan Shop,41.665424,-87.37042,USCA,Geelong,United States,1848.3931,2016-04-22,38256.99,1014.0,10.0,0.1,97555.8,49.98,0.35,2.0,99.96,86.92698,34.09117,West of USA ,Colorado,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2016-05-30,Standard Class,1,1,0,38,18,14
TRANSFER,23.075363,116.99,17.0,Cleats,Round Rock,EE. UU.,11097.469,Corporate,CA,92818.945,4.0,Apparel,36.0337,-119.55669,Africa,Choluteca,South Africa,11182.28,2016-07-22,44329.55,365.0,4.0,0.03,112350.0,59.99,0.20302416,2.0,119.98,116.99,24.190283,East Africa,Tirol,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-10-06,Second Class,1,1,0,76,12,13
DEBIT,-180.63498,287.98,43.0,Camping & Hiking,Clearfield,EE. UU.,9886.007,Corporate,NY,10467.846,7.0,Fan Shop,40.676357,-73.920845,Europe,Edmonds,France,9995.734,2015-07-18,15461.416,957.0,13.0,0.05,37926.16,299.98,-0.7,1.0,299.98,287.9594,-190.93745,Western Europe,Aquitaine-Limousin-Poitou-Charentes,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-07-29,Standard Class,-1,0,1,11,29,20
TRANSFER,13.619186,128.97472,18.0,Men's Footwear,Caguas,Puerto Rico,7053.3823,Consumer,PR,725.0,4.0,Apparel,18.285616,-66.370636,LATAM,Drancy,Brazil,6800.0615,2015-01-17,7433.133,403.0,0.0,0.0,18441.52,129.99,0.1,1.0,129.99,132.0,13.967847,South America,Minas Gerais,PROCESSING,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-02-28,Standard Class,-1,0,1,42,16,16
DEBIT,56.791306,116.99,18.0,Men's Footwear,Powder Springs,EE. UU.,6191.9116,Corporate,NC,33011.875,4.0,Apparel,32.041424,-81.14099,Pacific Asia,Montevideo,Indonesia,6207.253,2015-11-24,23785.855,403.0,11.0,0.09,59510.48,129.99,0.49,1.0,129.99,114.525635,61.502262,Southeast Asia,Jakarta,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-01-05,First Class,1,1,0,42,13,12
TRANSFER,-308.11856,224.98454,24.0,Women's Apparel,Marietta,EE. UU.,2750.8452,Corporate,CA,96817.82,5.0,Golf,37.93615,-122.06031,LATAM,Sukkur,Mexico,2848.99,2015-04-04,744.7105,502.0,36.0,0.15,1924.4636,50.0,-1.6,5.0,250.0,216.10614,-287.47977,Central America,Nord-Pas-de-Calais-Picardy,PROCESSING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-07-17,Second Class,1,1,0,104,17,29
PAYMENT,20.112125,272.72372,29.0,Golf Balls,Watsonville,EE. UU.,6597.619,Consumer,CA,94118.836,5.0,Golf,38.007015,-122.47328,Africa,Ballarat,Israel,6901.803,2016-09-17,43674.695,502.0,17.99,0.07,109526.25,59.99,0.06,5.0,299.95627,257.19174,19.10068,East Africa,Siauliai,PENDING_PAYMENT,627.0,24.0,Men's gala suit,59.99,2016-11-23,Standard Class,1,1,0,67,28,13
PAYMENT,-26.225784,43.849133,24.0,Women's Apparel,Caguas,Puerto Rico,11127.921,Consumer,PR,725.0,5.0,Golf,18.25753,-66.37062,USCA,Houston,United States,11305.103,2016-07-06,38339.246,502.0,6.5,0.15,100649.67,50.0,-0.210644,1.0,50.0,44.0,-17.852446,US Center ,Texas,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-09-16,Second Class,1,1,0,72,24,10
DEBIT,17.78067,287.95535,43.0,Camping & Hiking,Henderson,EE. UU.,1791.8583,Corporate,NV,78655.42,7.0,Fan Shop,37.19808,-112.20316,Europe,Daejeon,Marfil Coast,2036.5444,2015-06-08,9973.832,957.0,16.0,0.04,24333.701,299.98,0.01,1.0,299.98,290.95,17.692053,Western Europe,Izmir,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-06-13,Second Class,1,1,0,5,24,14
DEBIT,-12.973179,131.2888,29.0,Shop By Sport,Caguas,Puerto Rico,2117.9585,Consumer,PR,725.0,5.0,Golf,18.219099,-66.37056,Europe,Dresden,Germany,2155.2122,2015-07-18,12880.214,627.0,16.9,0.12,32078.83,39.99,-0.06,4.0,159.96,141.03088,-7.0009418,Western Europe,Center,COMPLETE,627.0,35.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2015-08-12,Second Class,1,1,0,25,29,24
TRANSFER,74.90205,197.93457,29.0,Shop By Sport,Caguas,Puerto Rico,8224.902,Corporate,PR,725.0,5.0,Golf,18.265877,-66.3706,Africa,Shantou,South Africa,7991.966,2016-08-25,43667.85,627.0,0.0,0.0,111060.45,39.99,0.35,5.0,199.95,199.92,78.553444,East Africa,Sabah,PENDING,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2016-10-29,First Class,1,1,0,65,19,11
PAYMENT,6.5071054,19.345524,59.0,Books ,Cary,EE. UU.,12519.765,Consumer,NV,79927.47,8.0,Book Shop,38.609875,-111.919624,Europe,Hurghada,France,13151.02,2017-03-18,70325.25,1073.0,8.0,0.25,172488.2,25.0,0.3,1.0,29.983582,19.802755,6.1542773,Western Europe,Bourgogne-Franche-Comte,PENDING_PAYMENT,1141.1288,48.643036,Sports Books ,30.0,2017-04-14,Standard Class,0,0,0,27,25,19
DEBIT,154.59555,293.98,45.0,Fishing,Los Angeles,EE. UU.,5409.702,Consumer,CA,91961.53,7.0,Fan Shop,34.064568,-118.212975,LATAM,Chemnitz,Mexico,5439.7593,2015-04-24,8925.266,1004.0,79.99207,0.2,22701.037,399.98,0.47,1.0,399.98,319.98,144.01724,Central America,Mazandaran,ON_HOLD,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-06-21,First Class,1,1,0,58,13,19
PAYMENT,16.949162,123.49,18.0,Men's Footwear,San Antonio,EE. UU.,5510.156,Consumer,NV,78810.16,4.0,Apparel,39.957676,-102.659355,USCA,Hangzhou,United States,5506.0356,2016-05-04,33862.254,403.0,6.0,0.05,86452.29,129.99,0.13,1.0,129.99,122.84,16.727482,West of USA ,California,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-07-30,Standard Class,1,1,0,87,21,26
PAYMENT,61.42849,199.92,48.0,Water Sports,Caguas,Puerto Rico,4505.6636,Consumer,PR,725.0,7.0,Fan Shop,18.26873,-66.370514,LATAM,Deventer,Peru,4147.635,2015-06-17,11120.336,1073.0,3.5972166,0.02,26730.895,199.99,0.31,1.0,199.99,197.01508,61.372654,South America,Lima (city),PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-07-11,Standard Class,-1,0,1,24,9,24
PAYMENT,141.14055,287.95,43.0,Camping & Hiking,Woodside,EE. UU.,3460.9817,Consumer,CA,90722.72,7.0,Fan Shop,32.792282,-110.94664,LATAM,Les Lilas,Brazil,3450.6165,2015-04-03,6201.545,957.0,8.297897,0.03,16947.281,299.98,0.48,1.0,299.98,290.98,143.55554,South America,California,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-04-16,Standard Class,1,1,0,13,16,28
PAYMENT,115.39606,239.52773,24.0,Women's Apparel,Rego Park,EE. UU.,3324.871,Consumer,CA,93883.8,5.0,Golf,33.822285,-117.17724,Pacific Asia,Caloocan,Filipinas,3130.2336,2016-02-20,28087.205,502.0,15.6,0.05,67666.65,50.0,0.48,5.0,250.0,232.82219,121.14137,Southeast Asia,Capital Nacional,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-04-08,First Class,1,1,0,48,17,17
DEBIT,94.54959,197.99,48.0,Water Sports,Caguas,Puerto Rico,12423.676,Home Office,PR,725.0,7.0,Fan Shop,18.210669,-66.37063,LATAM,Mangalore,Peru,12399.341,2015-06-05,10171.178,1073.0,0.8,0.0,27658.67,199.99,0.47,1.0,199.99,202.12315,98.25542,South America,Pavlodar,COMPLETE,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-07-14,Standard Class,-1,0,1,39,21,24
DEBIT,-18.62268,14.141027,75.0,Lacrosse,Caguas,Puerto Rico,16540.473,Corporate,PR,725.0,7.0,Fan Shop,18.257032,-66.037056,Pacific Asia,Amsterdam,India,16438.695,2017-06-11,73400.74,1362.0,2.0,0.07,176696.84,14.99,-0.8,1.0,11.54,15.163379,-20.341938,South Asia,Quintana Roo,COMPLETE,1362.0,75.0,Sports Books ,15.63464,2017-09-15,Standard Class,-1,0,1,96,25,16
TRANSFER,65.525955,239.97287,43.0,Camping & Hiking,Hollister,EE. UU.,12390.306,Home Office,WA,98473.87,7.0,Fan Shop,47.84754,-122.48085,USCA,Bom Jesus da Lapa,United States,12359.584,2016-06-02,37143.84,957.0,52.0,0.17,95791.016,299.98,0.2794355,1.0,299.98,245.98,62.97787,US Center ,Texas,PROCESSING,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2016-06-22,Standard Class,0,0,0,20,19,17
TRANSFER,25.48457,49.19,24.0,Women's Apparel,Caguas,Puerto Rico,5442.3867,Consumer,PR,725.0,5.0,Golf,18.27977,-66.37063,LATAM,Holguin,Cuba,5296.1816,2017-05-04,53046.375,502.0,0.0,0.02,130649.555,50.0,0.49,1.0,50.0,48.9866,26.773386,Caribbean,Holguin,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2017-10-13,Standard Class,1,1,0,162,21,4
PAYMENT,-79.53276,43.127983,46.0,Indoor/Outdoor Games,Hendersonville,EE. UU.,19.866003,Consumer,TN,60496.883,7.0,Fan Shop,37.95307,-116.4566,Pacific Asia,Bhilai,Iran,19.613998,2016-09-23,45205.94,1014.0,6.0,0.13,110526.87,49.98,-1.6,1.0,49.98,43.571865,-119.5111,South Asia,Qom,PENDING_PAYMENT,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2016-10-09,Standard Class,1,1,0,16,12,13
PAYMENT,42.29602,112.970856,29.59449,As Seen on  TV!,Costa Mesa,EE. UU.,6964.8325,Home Office,NJ,10586.136,6.0,Outdoors,40.838207,-74.02013,LATAM,Karlsruhe,Thailand,6578.9634,2017-05-26,57880.83,627.0,0.0,0.0,146208.02,129.99,0.35,1.0,119.98,111.590744,41.125835,Central America,Istanbul,PENDING_PAYMENT,627.0,37.235294,Merrell Men's All Out Flash Trail Running Sho,99.99,2017-05-28,Standard Class,1,1,0,2,6,16
DEBIT,49.979897,101.622215,18.0,Men's Footwear,Caguas,Puerto Rico,7635.991,Corporate,PR,725.0,4.0,Apparel,18.23136,-66.37051,Pacific Asia,Andijon,Malasia,7612.9385,2016-09-04,44095.668,403.0,22.1,0.18,110323.83,129.99,0.48,1.0,129.99,103.99,51.969017,West Asia,Aman,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-09-13,Standard Class,1,1,0,9,15,19
TRANSFER,38.9361,254.98,43.0,Camping & Hiking,Caguas,Puerto Rico,2016.9302,Consumer,PR,725.0,7.0,Fan Shop,18.289701,-66.37063,Europe,Targu Jiu,France,2136.334,2015-01-24,22733.354,957.0,30.0,0.1,59699.383,299.98,0.13,1.0,299.98,262.2309,38.30947,Western Europe,Isle of France,PROCESSING,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-05-08,Standard Class,0,0,0,104,10,18
PAYMENT,3.625895,9.067292,66.0,Fitness Accessories,Woodbridge,EE. UU.,18556.512,Consumer,MI,38932.04,7.0,Discs Shop,42.25071,-83.02194,Pacific Asia,Melbourne,Australia,18300.176,2017-12-16,75122.63,1351.95,2.020691,0.17,178906.94,11.29,0.48,1.0,10.952593,9.17975,3.1221926,Oceania,Victoria,PENDING_PAYMENT,1353.0,66.0,Bag Boy M330 Push Cart,11.29,2018-01-06,Standard Class,-1,0,1,21,8,3
PAYMENT,92.077545,299.99,45.0,Fishing,Caguas,Puerto Rico,10646.66,Consumer,PR,725.0,7.0,Fan Shop,18.276443,-66.37059,LATAM,Irun,Argentina,10708.713,2015-01-25,1339.9318,1004.0,75.0,0.18,3273.1865,399.98,0.28,1.0,399.98,327.98,90.29293,South America,Murcia,PENDING_PAYMENT,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-01-26,Second Class,1,1,0,1,13,14
PAYMENT,8.111705,27.801973,29.0,Shop By Sport,Ithaca,EE. UU.,7225.3965,Consumer,TX,78939.055,5.0,Golf,28.095016,-99.3645,Europe,Zapopan,Netherlands,7103.6353,2015-06-03,18498.947,627.0,9.0,0.25,45818.742,39.99,0.26,1.0,39.99,29.447771,9.753294,Western Europe,South Holland,PENDING_PAYMENT,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2015-08-19,Standard Class,-1,0,1,77,16,28
PAYMENT,-88.93148,103.99,17.0,Cleats,Methuen,EE. UU.,11517.097,Consumer,MI,37972.707,4.0,Apparel,43.19012,-82.305855,Pacific Asia,Mount Isa,South Africa,11378.97,2016-04-01,32488.297,365.0,24.0,0.17,81840.55,59.99,-0.77,2.0,119.97,101.97666,-83.51076,Eastern Asia,Sivas,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-06-29,Standard Class,-1,0,1,89,13,24
DEBIT,-23.817852,145.5434,24.0,Women's Apparel,Caguas,Puerto Rico,1831.7487,Consumer,PR,725.0,5.0,Golf,18.295538,-66.37059,Europe,Newcastle upon Tyne,Netherlands,1786.1647,2015-05-07,10627.819,502.0,6.5,0.05,25629.168,50.0,-0.19884494,3.0,150.0,139.5,-27.703838,Western Europe,Matanzas,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-07-13,Standard Class,1,1,0,67,18,21
TRANSFER,-1.5758548,193.92,48.0,Water Sports,Caguas,Puerto Rico,7656.4277,Corporate,PR,725.0,7.0,Fan Shop,18.259222,-66.37063,Europe,Lima,United Kingdom,7591.168,2015-08-29,17633.225,1073.0,2.8635807,0.02,45291.27,199.99,-0.03,1.0,199.99,198.9846,0.0,Northern Europe,England,PENDING,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-10-26,Standard Class,-1,0,1,58,21,19
DEBIT,43.97714,299.99,45.0,Fishing,Las Vegas,EE. UU.,1661.3292,Consumer,NV,78040.12,7.0,Fan Shop,37.25668,-99.85123,Europe,Villenave-d'Ornon,Ukraine,1909.9742,2016-07-05,49139.72,1004.0,80.0,0.25,123615.836,399.98,0.13,1.0,399.98,299.99,45.005257,Eastern Europe,Groningen,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-08-27,Standard Class,-1,0,1,53,17,33
DEBIT,79.98844,169.9601,29.0,Shop By Sport,Columbia,EE. UU.,1148.5485,Consumer,WV,48547.754,5.0,Golf,38.76723,-104.834724,Europe,Meizhou,Germany,1265.7228,2015-07-15,14199.837,627.0,36.0,0.17,34763.258,39.99,0.48,5.0,199.95,167.99,80.739136,Western Europe,North Rhine-Westphalia,ON_HOLD,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2015-08-22,Standard Class,1,1,0,38,29,18
TRANSFER,31.37909,419.9944,9.0,Cardio Equipment,Caguas,Puerto Rico,7862.7505,Corporate,PR,725.0,3.0,Footwear,18.28994,-66.37059,Europe,Kettering,Russia,8023.22,2016-10-11,46007.31,191.0,79.99,0.17,112742.86,99.99,0.08,5.0,499.95,401.45206,29.495975,Eastern Europe,Porto,PENDING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2016-11-21,Standard Class,0,0,0,41,10,8
TRANSFER,99.32624,296.98,45.0,Fishing,Raleigh,EE. UU.,6948.3843,Home Office,TX,84012.516,7.0,Fan Shop,29.405878,-110.949936,Europe,Berlin,Germany,6822.188,2015-08-11,15220.79,1004.0,100.0,0.25,39485.027,399.98,0.33,1.0,399.98,299.98,107.65613,Western Europe,Berlin,PROCESSING,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-09-08,Standard Class,-1,0,1,28,25,17
